accession,species,ncbi_organism_name
GCF_900139475.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_002800555.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900141615.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_003583005.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900139245.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900137815.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900137335.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_017189435.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_030514245.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_900136745.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_003581925.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCA_015023755.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_024389995.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_003071825.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900133755.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_030514395.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_017174975.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900133425.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900131995.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_001213385.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900134805.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900132875.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_001213505.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900134435.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_030514925.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900130505.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900140745.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_025657615.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900130265.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_002801215.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900133695.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_001350895.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900133675.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_900132965.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_003076875.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_025657725.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900138775.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900130805.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_003072165.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_003071865.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900130385.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_003076815.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_000308015.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. bolletii 1S-154-0310
GCF_900137875.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_028211045.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_900139085.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900137685.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_003071695.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900130935.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_024390105.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_002800775.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900135685.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900132195.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_001214885.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900133885.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900140985.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_001213365.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900138445.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_900132345.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. bolletii
GCF_900134455.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900131225.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_900140815.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900134495.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_002799775.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_900131915.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_003072145.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900131255.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. bolletii
GCF_017174955.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900135155.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900141375.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_001214145.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_003582545.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900135615.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900140455.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_001215225.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900137275.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_001217365.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_001217325.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900132205.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900138895.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900131305.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_002801005.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900136555.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900130555.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900139805.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900139705.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_017175995.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_017174895.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900138055.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_030342065.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_002801065.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900134835.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_002802845.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900135325.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900135525.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_024390505.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_028210895.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900132015.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900133405.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_002801095.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900137565.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCA_015023615.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900133195.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_900140935.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_001216885.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900140565.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900131055.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900139755.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_900134155.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_002800545.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_000270865.1,Mycobacterium abscessus,Mycobacteroides abscessus 6G-0125-S
GCF_900141135.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_900140085.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900130685.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_001214725.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_002800855.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900134995.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. bolletii
GCF_900139235.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_030514365.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900136835.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_024389755.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900138145.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900136725.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_900130515.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. bolletii
GCF_002142755.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_024389735.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_017183935.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_017175175.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. bolletii
GCF_002801875.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_003071805.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900130425.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900141695.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900134855.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900140955.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_017183815.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900137285.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_002799645.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_001942505.1,Mycobacterium abscessus,Mycobacteroides abscessus ATCC 19977
GCF_000260595.1,Mycobacterium abscessus,Mycobacteroides abscessus M115
GCF_017176255.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_001212985.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900130615.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. bolletii
GCF_900136865.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_000271025.1,Mycobacterium abscessus,Mycobacteroides abscessus 5S-1212
GCF_030513595.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900138945.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_024389725.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_900139905.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_002800125.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_900134825.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_002801165.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900137145.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900131135.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. bolletii
GCF_900135545.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_003072425.1,Mycobacterium abscessus,Mycobacteroides abscessus
GCF_002800715.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900134695.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_002800155.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_900131875.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_900140365.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_900135015.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_900136255.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. abscessus
GCF_016758395.1,Mycobacterium abscessus,Mycobacteroides abscessus subsp. massiliense
GCF_018455725.1,Mycobacterium acidiphilum,Mycolicibacter acidiphilus
GCF_010722915.1,Mycobacterium agri,Mycolicibacterium agri
GCF_002553505.1,Mycobacterium agri,Mycolicibacterium agri
GCF_900176255.2,Mycobacterium ahvazicum,Mycobacterium ahvazicum
GCF_010726245.1,Mycobacterium aichiense,Mycolicibacterium aichiense
GCF_900453085.1,Mycobacterium aichiense,Mycolicibacterium aichiense
GCF_025822215.1,Mycobacterium aichiense,Mycolicibacterium aichiense
GCF_010723515.1,Mycobacterium algericum,Mycolicibacter algericus
GCF_002086455.1,Mycobacterium algericum,Mycolicibacter algericus DSM 45454
GCF_025821685.1,Mycobacterium algericum,Mycolicibacter algericus DSM 45454
GCF_000214155.1,Mycobacterium algericum,Mycolicibacter sinensis
GCF_010726505.1,Mycobacterium algericum,Mycobacterium novum
GCF_003284925.1,Mycobacterium algericum_A,Mycolicibacter senuensis
GCF_022760805.1,Mycobacterium alkanivorans,Candidatus Mycolicibacterium alkanivorans
GCF_025823205.1,Mycobacterium alsense,Mycobacterium alsense
GCF_001666815.1,Mycobacterium alsense,Mycobacterium alsense
GCF_001672935.1,Mycobacterium alsense,Mycobacterium alsense
GCF_002086635.1,Mycobacterium alsense,Mycobacterium alsense
GCF_010727325.1,Mycobacterium alvei,Mycolicibacterium alvei
GCF_025822365.1,Mycobacterium alvei,Mycolicibacterium alvei
GCF_025822405.1,Mycobacterium angelicum,Mycobacterium angelicum
GCF_002086155.1,Mycobacterium angelicum,Mycobacterium angelicum
GCF_010731855.1,Mycobacterium anyangense,Mycolicibacterium anyangense
GCF_002086485.1,Mycobacterium aquaticum,Mycobacterium aquaticum
GCF_010731815.2,Mycobacterium arabiense,Mycolicibacterium arabiense
GCF_025823225.1,Mycobacterium arabiense,Mycolicibacterium arabiense
GCF_000559085.1,Mycobacterium aromaticivorans,Mycolicibacterium aromaticivorans JS19b1 = JCM 16368
GCF_002086125.1,Mycobacterium arosiense,Mycobacterium arosiense ATCC BAA-1401 = DSM 45069
GCF_003284935.1,Mycobacterium arosiense_A,Mycobacterium colombiense
GCF_030342165.1,Mycobacterium arosiense_A,Mycobacterium sp. FLAC0960
GCF_002086515.1,Mycobacterium arupense,Mycolicibacter arupensis
GCA_000972915.1,Mycobacterium arupense,Mycobacterium sp. UM_Kg17
GCF_008373105.1,Mycobacterium arupense,Mycolicibacter arupensis
GCF_025822685.1,Mycobacterium arupense,Mycolicibacter arupensis
GCF_000970885.2,Mycobacterium arupense,Mycolicibacter arupensis
GCF_008015745.1,Mycobacterium arupense,Mycolicibacter arupensis
GCF_000613245.1,Mycobacterium asiaticum,Mycobacterium asiaticum DSM 44297
GCF_001673165.1,Mycobacterium asiaticum,Mycobacterium asiaticum
GCF_001669345.1,Mycobacterium asiaticum,Mycobacterium asiaticum
GCF_002086545.1,Mycobacterium asiaticum,Mycobacterium asiaticum DSM 44297
GCF_001672925.1,Mycobacterium asiaticum,Mycobacterium asiaticum
GCF_001673365.1,Mycobacterium asiaticum_A,Mycobacterium asiaticum
GCF_001673315.1,Mycobacterium asiaticum_B,Mycobacterium asiaticum
GCF_001673635.1,Mycobacterium asiaticum_C,Mycobacterium asiaticum
GCF_001673345.1,Mycobacterium asiaticum_C,Mycobacterium asiaticum
GCF_001668675.1,Mycobacterium asiaticum_D,Mycobacterium asiaticum
GCA_002086865.1,Mycobacterium attenuatum,Mycobacterium kansasii
GCF_900566065.1,Mycobacterium attenuatum,Mycobacterium attenuatum
GCF_900566085.1,Mycobacterium attenuatum,Mycobacterium attenuatum
GCF_900566105.1,Mycobacterium attenuatum,Mycobacterium attenuatum
GCF_029854255.1,Mycobacterium aubagnense,Mycolicibacterium aubagnense
GCF_010730955.1,Mycobacterium aubagnense,Mycolicibacterium aubagnense
GCF_005670695.1,Mycobacterium aubagnense,Mycolicibacterium aubagnense
GCA_947653085.1,Mycobacterium aubagnense,uncultured Mycobacterium sp.
GCF_900637195.1,Mycobacterium aurum,Mycolicibacterium aurum
GCF_025821345.1,Mycobacterium aurum,Mycolicibacterium aurum
GCF_001049355.1,Mycobacterium aurum,Mycolicibacterium aurum
GCA_900078775.1,Mycobacterium aurum_A,Mycolicibacterium aurum
GCA_023388645.1,Mycobacterium aurum_A,Actinomycetes bacterium
GCA_023429185.1,Mycobacterium aurum_A,Actinomycetes bacterium
GCF_030418225.1,Mycobacterium austroafricanum,Mycolicibacterium austroafricanum
GCF_025821565.1,Mycobacterium austroafricanum,Mycolicibacterium vanbaalenii PYR-1
GCF_029168595.1,Mycobacterium austroafricanum,Mycolicibacterium vanbaalenii
GCF_000612725.1,Mycobacterium austroafricanum,Mycolicibacterium austroafricanum
GCF_000015305.1,Mycobacterium austroafricanum,Mycolicibacterium vanbaalenii PYR-1
GCF_019880505.1,Mycobacterium austroafricanum,Mycolicibacterium austroafricanum
GCF_019856655.1,Mycobacterium austroafricanum,Mycolicibacterium austroafricanum
GCF_019856635.1,Mycobacterium austroafricanum,Mycolicibacterium austroafricanum
GCF_021559935.1,Mycobacterium austroafricanum,Mycolicibacterium vanbaalenii
GCF_019856675.1,Mycobacterium austroafricanum,Mycolicibacterium austroafricanum
GCF_016919645.1,Mycobacterium austroafricanum,Mycolicibacterium austroafricanum
GCF_002968275.1,Mycobacterium austroafricanum,Mycolicibacterium austroafricanum
GCF_001904595.1,Mycobacterium avium,Mycobacterium avium subsp. paratuberculosis
GCF_002089595.1,Mycobacterium avium,Mycobacterium avium subsp. hominissuis
GCF_002292585.1,Mycobacterium avium,Mycobacterium avium
